MCLC;Di;Fin;NVAR;NBD;Si;IOVars;Fout;VG;BuggedMethods;Ci;NOP;NCOMP
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;7.0;0.0;0.0;1.0;0.0;7.0;0.0;1.0;False;7.0;6.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
11.0;1.0;0.0;8.0;6.0;0.0;1.0;0.0;7.0;False;1.0;0.0;3.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
8.0;9.0;0.0;4.0;3.0;0.0;9.0;0.0;5.0;False;9.0;8.0;4.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;7.0;0.0;0.0;1.0;0.0;7.0;0.0;1.0;False;7.0;6.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
7.0;1.0;0.0;3.0;3.0;1.0;2.0;1.0;4.0;False;2.0;1.0;4.0
1.0;2.0;0.0;1.0;2.0;0.0;2.0;0.0;2.0;False;2.0;1.0;0.0
2.0;3.0;0.0;1.0;2.0;0.0;3.0;0.0;2.0;False;3.0;2.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0
0.0;0.5;0.0;0.0;1.0;1.0;1.0;1.0;1.0;False;1.5;1.0;0.0
1.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
6.0;2.0;0.0;2.0;2.0;0.0;2.0;0.0;5.0;False;2.0;1.0;4.0
0.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;False;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.5;0.0;0.0;1.0;1.0;1.0;1.0;1.0;False;1.5;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
2.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;2.0;False;1.0;0.0;2.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.5;0.0;0.0;1.0;1.0;1.0;1.0;1.0;False;1.5;0.0;0.0
1.0;1.0;0.0;1.0;2.0;0.0;1.0;0.0;2.0;False;1.0;0.0;0.0
1.0;1.0;0.0;1.0;2.0;0.0;1.0;0.0;2.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
1.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;3.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
6.0;0.0;0.0;5.0;2.0;0.0;0.0;0.0;5.0;False;0.0;0.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
1.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;False;2.0;1.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
1.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;False;2.0;1.0;1.0
2.0;2.0;0.0;1.0;2.0;0.0;2.0;0.0;2.0;False;2.0;1.0;1.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
8.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;8.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
1.0;2.0;0.0;1.0;2.0;0.0;2.0;0.0;2.0;False;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.5;0.0;0.0;1.0;1.0;1.0;1.0;1.0;False;1.5;0.0;0.0
0.0;0.5;0.0;0.0;1.0;1.0;1.0;1.0;1.0;False;1.5;0.0;0.0
0.0;0.5;1.0;0.0;1.0;1.0;1.0;1.0;1.0;False;1.5;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
2.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;False;2.0;1.0;2.0
1.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;2.0;True;2.0;1.0;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.5;2.0;0.0;1.0;1.0;1.0;1.0;1.0;False;1.5;0.0;0.0
0.0;1.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;False;2.0;1.0;0.0
6.0;2.0;1.0;1.0;2.0;0.0;2.0;0.0;2.0;False;2.0;1.0;5.0
0.0;1.0;3.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
1.0;1.0;0.0;0.0;1.0;1.0;2.0;1.0;2.0;False;2.0;1.0;1.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;0.5;0.0;0.0;1.0;1.0;1.0;1.0;1.0;False;1.5;0.0;0.0
0.0;1.0;2.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.5;0.0;0.0;1.0;1.0;1.0;1.0;1.0;False;1.5;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;False;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
4.0;2.0;0.0;3.0;4.0;0.0;2.0;0.0;4.0;False;2.0;1.0;1.0
0.0;1.0;3.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.5;0.0;0.0;1.0;1.0;1.0;1.0;1.0;False;1.5;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;False;2.0;1.0;0.0
0.0;0.5;0.0;0.0;1.0;1.0;1.0;1.0;1.0;False;1.5;0.0;0.0
0.0;1.0;7.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.5;0.0;0.0;1.0;1.0;1.0;1.0;1.0;False;1.5;0.0;0.0
0.0;0.5;0.0;0.0;1.0;1.0;1.0;1.0;1.0;False;1.5;0.0;0.0
0.0;0.5;2.0;0.0;1.0;1.0;1.0;1.0;1.0;False;1.5;0.0;0.0
1.0;1.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;False;2.0;1.0;1.0
1.0;1.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;False;2.0;1.0;1.0
0.0;1.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;False;2.0;1.0;0.0
0.0;0.5;0.0;0.0;1.0;1.0;1.0;1.0;1.0;False;1.5;0.0;0.0
0.0;2.0;0.0;0.0;1.0;0.0;2.0;0.0;1.0;False;2.0;1.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
2.0;1.0;0.0;2.0;2.0;0.0;1.0;0.0;2.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
2.0;1.0;0.0;1.0;2.0;0.0;1.0;0.0;2.0;False;1.0;0.0;1.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;False;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;True;0.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;0.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
0.0;1.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;False;1.0;1.0;0.0
